FaultName,FaultID,State,SiteName,SCECId,SliprateId,Longitude,Latitude,DistToCFMFault,CFM7ObjectName,Observation,PrefRate,LowRate,HighRate,RateUnct,RateType,ReptReint,OffsetType,AgeType,NumEvents,RateAge,QbinMin,QbinMax,UCERF3AppB,ShortReferences,Links,FullReferences
Kings Canyon,1072,NV,Trench 3,S-0227,SR-0454,-119.797897444000,39.175751168800,14.45,N/A,evidence for 3-4 paleo earthquakes; trench scarp height + vertical displacement in trench together yield pref vertical offset of alluvial fan of 8.4 +/- 0.5 m since 4420-5260 cal yBP,1.74,1.5,2,unknown,unprojected (vertical),reported low and high rate (pref = 8.4 m/4840 calyBP (average),alluvial fan exposed at surface and in trench,radiocarbon,"3-4, though rate is averaged through open intervals on both ends",4.4-5.3,1,5,no,dePolo (2014) USGS FTR,N/A,N/A
Lake Range,1045,NV,Anaho Island,S-0263,SR-0753,-119.521051629000,39.942052631100,29.67,N/A,vertical offsets from numerous CHRIP profiles coupled with ages from piston cores (ages correlated from previous cores; see Benson et al (2004 cf),1,0.2,1.5,unknown,unprojected (vertical),reported,vertical offset of low amplitude layer in CHRIP profile,regional correlation/relative,unlisted,48 (Table 1),0,0.2,no,"Eisses et al., (2015)",https://doi.org/10.1130/GES00821.1 ,"Amy Kendra Eisses, Annie Kell, Graham Martin Kent, Neal William Driscoll, Robert LeRoy Baskin, Ken Dent Smith, Robert Ellis Karlin, John Nikolai Louie, Satish Kumar Pullammanappallil, (2015). New constraints on fault architecture, slip rates, and strain partitioning beneath Pyramid Lake, Nevada. Geosphere, 11 (3): 683-704. https://doi.org/10.1130/GES00821.1"
Lenwood - Lockhart - Old Woman Springs,142,CA,Northern site,S-0108,SR-0139,-116.991561793000,34.800402356300,0.82,MJVA-LWLZ-MULT-Lenwood_Lockhart_fault-CFM5,"Two sites, located 11 km apart. However, southern site is considered by Oskin and others (2008) to be less well-constrained. However, the southern site reported rate of 1.2 +/- 0.2 mm/yr, which is consistent with the northern site rate.",0.8,0.6,1,unknown,horizontal,reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),offset fan,10Be,unlisted,11-130,0.2,1,yes,Oskin et al. (2008),https://doi.org/10.1130/G24814A.1 ,"Oskin, M, Perg, L., Shelef,E., Strane, M., Gurney, E., Singer, B., and Zhang, X., 2008, Elevated shear zone loading rate during an earthquake cluster in eastern California: Geology, v. 36, no. 6; p. 507-510, https://doi.org/10.1130/G24814A.1 "
Lions Head,144,CA,per Clark (1990),S-0109,SR-0141,-120.589065765000,34.855480017600,0.13,CRFA-LNHZ-MULT-Lions_Head_fault-CFM4,"Poorly constrained rate based on offset marine terraces (Clark, 1990). Unclear how Clark obtains his rate, but 0.012 mm/yr looks reasonable based on the reported ages and offset.",N/A,0.012,0.017,unknown,unprojected (vertical),reported (author reported rate as recorded in Appendix B; reported as range without preferred value),marine terrace,correlation,?,130-750,0,0.2,yes,Clark (1990),http://www.fop.cascadiageo.org/field-trips/pacific-cell-field-trips/1990-south-central-coastal-california/,"Clark, D. G., 1990, Late Quaternary tectonic deformation in the Casmalia range, coastal south-central California, in Lettis, W.R., Hanson, K.L., Kelson, K.I., and Wesling, J.R., eds., Neotectonics of south-central coastal California: Friends of the Pleistocene, Pacific Cell 1990 Fall Field Trip Guidebook, p. 349-383. http://www.fop.cascadiageo.org/field-trips/pacific-cell-field-trips/1990-south-central-coastal-california/"
Little Lake,145,CA,Little Lake Narrows,S-0110,SR-0142,-117.897610007000,35.920234764200,0.48,SNFA-LLFZ-CNTR-Little_Lake_fault-CFM5,140-250m of dextral displacement since 212+/-14ka (eruption of Qb1 flow) to 197 +/- 11ka (inundatation of Qb2 in Owens River channel),0.7,0.7,1.3,unknown,projected (right-lateral),reported (low = pref),offset terrace riser,Ar/Ar,unlisted,197 +/- 11 - 212 +/- 14,1,5,no,"Amos et al., (2013)",https://doi.org/10.1130/B30803.1,"Amos, C. B., Brownlee, S. J., Rood, D. H., Fisher, G. B., Burgmann, R., Renne, P. R., & Jayko, A. S. (2013). Chronology of tectonic, geomorphic, and volcanic interactions and the tempo of fault slip near Little Lake, California. Bulletin, 125(7-8), 1187-1202. https://doi.org/10.1130/B30803.1"
Little Salmon (onshore),147,CA,Site L2,S-0112,SR-0145,-124.184924566000,40.661442090700,0.56,CASC-LSLM-MULT-Little_Salmon_onshore-CFM7,"Clark and Carver (1992) report the slip rate from trench data of 6 - 12 mm/yr. However, this interpretation has several issues, some of which are outlined by McCrory (1996). McCrory (1996, 2000) reinterprets the data and presents a slip rate for the past 1.8 ka, this is a composite rate of several offsets.",4.6,2.5,6.7,unknown,unprojected (vertical),reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),unlisted,unlisted,unlisted,1-11,1,5,yes,Clark and Carver (1992); McCrory (1996); McCrory (2000),https://doi.org/10.1126/science.255.5041.188; https://doi.org/10.3133/ofr96656; https://doi.org/10.1029/1999TC001177,"Samuel H. Clark Gary A. Carver, (1992). Late Holocene Tectonics and Paleoseismicity, Southern Cascadia Subduction Zone, Science, v. 255, p. 188-192. https://doi.org/10.1126/science.255.5041.188; McCrory, P.A., (1996). Evaluation of fault hazards, northern coastal California: U.S. Geological Survey Open-File Report 96-656, 87 p. https://doi.org/10.3133/ofr96656; McCrory, P.A., (2000). Upper plate contraction north of the migrating Mendocino triple junction, northern California Implications for partitioning of strain: Tectonics, v. 19, p. 1144-1160. https://doi.org/10.1029/1999TC001177"
Little Salmon (onshore),147,CA,"Sites 5, 6, 7",S-0111,SR-0144,-124.184924566000,40.661442090700,0.56,CASC-LSLM-MULT-Little_Salmon_onshore-CFM7,McCrory notes the long term rate is similar to the late Holocene rate from trenching studies and this rate probably captures the entire fault zone. Rate is composite of 3 sites.,2.3,1.8,2.8,unknown,unprojected (vertical),reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),unlisted,unlisted,unlisted,750-2600,1,5,yes,McCrory (1996); McCrory (2000),https://doi.org/10.3133/ofr96656; https://doi.org/10.1029/1999TC001177,"McCrory, P. A. (1996). Evaluation of fault hazards, northern coastal California (p. 87). US Geological Survey. https://doi.org/10.3133/ofr96656; McCrory, P. A. (2000). Upper plate contraction north of the migrating Mendocino triple junction, northern California: Implications for partitioning of strain. Tectonics, 19(6), 1144-1160. https://doi.org/10.1029/1999TC001177"
Lone Mountain,1075,NV,Profile 2,S-0240,SR-0512,-117.504291771000,38.068133482100,78.93,N/A,10.2 +/- 0.6 m vertical offset in Q3b surface along profile 2. fan age dated at 14.6 +/- 1.4 ka; additional younger rate but not included given longer record in early Holocene rate vs mid Holocene rate,0.7,0.6,0.8,68% CI (authors reported 1 sigma uncertainty in rate),unprojected (vertical); authors do additionally report resolved rates for net slip,reported,scarp heights in alluvium,10Be,>=2,14.6 +/- 1.4,0,0.2,no,"Lifton et al., (2015)",https://doi.org/10.1002/2013TC003512,"Lifton, Z. M., Frankel, K. L., & Newman, A. V. (2015). Latest Pleistocene and Holocene slip rates on the Lone Mountain fault: Evidence for accelerating slip in the Silver Peak-Lone Mountain extensional complex. Tectonics, 34(3), 449-463. https://doi.org/10.1002/2013TC003512"
Lone Mountain,1075,NV,Q2c profile,S-0238,SR-0509,-117.607053792000,38.019197237900,68.99,N/A,approx Q2c scarp location of 15.2 +/- 1.2 m vertical displacement in fan dated 92 +/- 9 ka,0.17,0.14,0.2,unknown (ages = 1-sigma uncertainty),unprojected (vertical),reinterpreted (low = 14 m/101 ka; high = 16.4 m/83 ka; pref = 15.2 m/92 ka),scarp height in alluvial fan,10Be,unlisted,83-101,0,0.2,no,Hoeft and Frankel (2010),https://doi.org/10.1130/GES00603.1,"Hoeft, J. S., & Frankel, K. L. (2010). Temporal variations in extension rate on the Lone Mountain fault and strain distribution in the eastern California shear zone-Walker Lane. Geosphere, 6(6), 917-936. https://doi.org/10.1130/GES00603.1"
Lone Mountain,1075,NV,Q3b profile,S-0239,SR-0510,-117.578770703000,38.040399600500,71.88,N/A,6 +/- 1.2 m vertical offset in fan dated at 16.5 +/- 1.2 ka,0.36,0.27,0.47,unknown (age error = 1-sigma reported),unprojected (vertical),reinterpreted (low = 4.8 m/17.7 ka; high = 7.2 m/15.3 ka; pref = 6m/16.5 ka),scarp height in alluvial fan,10Be,unlisted,16.5 +/- 1.2,0,0.2,no,Hoeft and Frankel (2010),https://doi.org/10.1130/GES00603.1,"Hoeft, J. S., & Frankel, K. L. (2010). Temporal variations in extension rate on the Lone Mountain fault and strain distribution in the eastern California shear zone-Walker Lane. Geosphere, 6(6), 917-936. https://doi.org/10.1130/GES00603.1"
"Long Valley (center, unnamed)",1248,NV,approx centroid,S-0286,SR-1123,-119.832920474000,41.497070625700,28.23,N/A,2..5 +/- 0.5 m vertical separation since 15.6 +/- 0.3 ka,0.15,0.14,0.16,unknown,unprojected (vertical),reported,scarp heights,Lahontan high stand (Sehoo),1(?),15.6 +/- 0.3,0,0.2,no,"Personius et al., (2017)",https://doi.org/10.1130/GES01380.1 ,"Stephen F. Personius, Richard W. Briggs, J. Zebulon Maharrey, Stephen J. Angster, Shannon A. Mahan, (2017). A paleoseismic transect across the northwestern Basin and Range Province, northwestern Nevada and northeastern California, USA. Geosphere, 13 (3): 782-810. https://doi.org/10.1130/GES01380.1 "
"Long Valley (north, unnamed)",1249,NV,approx centroid,S-0285,SR-0837,-119.814701208000,41.652655028400,31.58,N/A,2..5 +/- 0.5 m vertical separation since 15.6 +/- 0.3 ka,0.15,0.14,0.16,unknown,unprojected (vertical),reported,scarp heights,Lahontan high stand (Sehoo),1(?),15.6 +/- 0.3,0,0.2,no,"Personius et al., (2017)",https://doi.org/10.1130/GES01380.1 ,"Stephen F. Personius, Richard W. Briggs, J. Zebulon Maharrey, Stephen J. Angster, Shannon A. Mahan, (2017). A paleoseismic transect across the northwestern Basin and Range Province, northwestern Nevada and northeastern California, USA. Geosphere, 13 (3): 782-810. https://doi.org/10.1130/GES01380.1 "
"Long Valley (south, unnamed)",1250,NV,approx centroid,S-0287,SR-1124,-119.795407812000,41.447059985300,29.96,N/A,2..5 +/- 0.5 m vertical separation since 15.6 +/- 0.3 ka,0.15,0.14,0.16,unknown,unprojected (vertical),reported,scarp heights,Lahontan high stand (Sehoo),1(?),15.6 +/- 0.3,0,0.2,no,"Personius et al., (2017)",https://doi.org/10.1130/GES01380.1 ,"Stephen F. Personius, Richard W. Briggs, J. Zebulon Maharrey, Stephen J. Angster, Shannon A. Mahan, (2017). A paleoseismic transect across the northwestern Basin and Range Province, northwestern Nevada and northeastern California, USA. Geosphere, 13 (3): 782-810. https://doi.org/10.1130/GES01380.1 "
Los Osos,151,CA,Lopez reservoir,S-0113,SR-0148,-120.598796430000,35.191163785200,0.13,CRFA-LOSO-LSOS-Los_Osos_fault-CFM4,"Reported maximum rate of Lettis and Hall (1994), based on observations of marine terraces with little deformation across the fault.",0.1,0,0.1,unknown,unprojected (vertical),"reported (author reported maximum rate only, which is entered as both HighRate and PrefRate)",unlisted,unlisted,unlisted,11-131,0.2,1,yes,Lettis and Hall (1994),https://doi.org/10.1130/SPE292-p73,"Lettis, W.R., and Hall, N.T., 1994, Los Osos fault zone, San Luis Obispo County, California, in Alterman, I.B., McMullen, R.B., Cluff, L.S., and Slemmons, D.B., eds., Seismotectonics of the Central California Coast Ranges: Geological Society of America Special Paper 292, p. 73-102. https://doi.org/10.1130/SPE292-p73"
Los Osos,151,CA,Montana de Oro,S-0114,SR-0149,-120.866964123000,35.302348648400,0.12,CRFA-LOSO-LSOS-Los_Osos_fault-CFM4,"Lettis and Hall calculate slip rates of 0.25 - 0.5 mm/yr, assuming a 60 degree dip and 0.4 - 0.8 mm/yr assuming a 30 degree dip.",N/A,0.2,0.4,unknown,unprojected (vertical),reported (author reported rate as recorded in Appendix B; reported as range without preferred value),marine terrace,correlation,unlisted,11-130,0.2,1,yes,Lettis and Hall (1994),https://doi.org/10.1130/SPE292-p73,"Lettis, W.R., and Hall, N.T., 1994, Los Osos fault zone, San Luis Obispo County, California, in Alterman, I.B., McMullen, R.B., Cluff, L.S., and Slemmons, D.B., eds., Seismotectonics of the Central California Coast Ranges: Geological Society of America Special Paper 292, p. 73-102. https://doi.org/10.1130/SPE292-p73"
Ludlow,153,CA,per Oskin and others (2008),S-0115,SR-0150,-116.192229850000,34.789060235000,0.25,MJVA-LCLZ-LDLW-Ludlow_fault-CFM5,Maximum slip rate.,0.4,0.2,0.6,unknown,unprojected (vertical),reported (rate reported as maximum with symmetrical uncertainty),offset channel,correlation to other dated surfaces,?,11-130,0.2,1,yes,Oskin et al. (2008),https://doi.org/10.1130/G24814A.1,"Oskin, M, Perg, L., Shelef,E., Strane, M., Gurney, E., Singer, B., and Zhang, X., 2008, Elevated shear zone loading rate during an earthquake cluster in eastern California: Geology, v. 36, no. 6; p. 507-510, https://doi.org/10.1130/G24814A.1"
"Lytle Creek (San Jacinto, connector)",154,CA,Lytle Creek,S-0116,SR-0040,-117.453851866000,34.193599274500,0.63,PNRA-SJFZ-SBRN-Lytle_Creek_fault-CFM5,"Minimum rate for the zone (multiple traces). Soil correlation ages may be suspect, see Lindvall and Rubin cosmo ages for Day fan surface. Metzger and Weldon (1983) also report a vertical rate of 0.04 - 0.1 mm/yr.",2.5,1,5,unknown,horizontal,reported (only preferred value listed in Appendix B; no uncertainty included),terrace,Soil correlation,unlisted,11-130,1,5,yes,Metzger and Weldon (1983),N/A,"Mezger, L. and R. J. Weldon (1983). Tectonic implications of the quaternary history of lower Lytle Creek, southeast San Gabriel Mountains (abstract), Geol. Soc. Am. 15, 418."
Maacama,155,CA,Haehl Creek (Channel A),S-0117,SR-0151,-123.340261624000,39.389870801000,0.08,NCRA-MCMA-MULT-Brush_Mountain_Maacama-CFM7,Minimum rate. Very similar to historic creep rate.,N/A,6,35,unknown,horizontal,"reported (rate listed as a minimum rate, so only applied to LowRate)",buried channel,C14,unlisted,<1,5,35,yes,Larson et al. (2005),N/A,N/A
Maacama,155,CA,Haehl Creek (Channel B),S-0118,SR-0152,-123.340253261000,39.389860363100,0.08,NCRA-MCMA-MULT-Brush_Mountain_Maacama-CFM7,"Because geologic rate is greater than historic creep rate, authors attribute this to a combination of creep and ruptures.",N/A,8,35,unknown,horizontal,"reported (rate listed as a minimum rate, so only applied to LowRate)",buried channel,C14,unlisted,1-11,5,35,yes,Larson et al. (2005),N/A,N/A
Mad River,157,CA,per McCrory (2000),S-0119,SR-0069,-124.115013453000,40.937703850100,7.49,N/A,,0.4,0.2,1,unknown,unprojected (vertical),reported (only preferred value listed in Appendix B no uncertainty included),marine terrace,correlation,unlisted,11-130,1,5,yes,McCrory (1996); McCrory (2000),https://doi.org/10.3133/ofr96656; https://doi.org/10.1029/1999TC001177,"McCrory, P. A. (1996). Evaluation of fault hazards, northern coastal California (p. 87). US Geological Survey. https://doi.org/10.3133/ofr96656; McCrory, P. A. (2000). Upper plate contraction north of the migrating Mendocino triple junction, northern California: Implications for partitioning of strain. Tectonics, 19(6), 1144-1160. https://doi.org/10.1029/1999TC001177"
Mad River,157,CA,per McCrory (2000),S-0120,SR-0071,-124.030646650000,40.866394596500,5.3,N/A,,0.3,0.2,1,unknown,unprojected (vertical),reported (only preferred value listed in Appendix B no uncertainty included),stratigraphic marker,correlation,unlisted,750-2600,1,5,yes,McCrory (1996); McCrory (2000),https://doi.org/10.3133/ofr96656; https://doi.org/10.1029/1999TC001177,"McCrory, P. A. (1996). Evaluation of fault hazards, northern coastal California (p. 87). US Geological Survey. https://doi.org/10.3133/ofr96656; McCrory, P. A. (2000). Upper plate contraction north of the migrating Mendocino triple junction, northern California: Implications for partitioning of strain. Tectonics, 19(6), 1144-1160. https://doi.org/10.1029/1999TC001177"
