Fault Name,NSHM23 Fault ID,State,Site Name,CPD ID,NSHM23 Slip Rate ID,Longitude,Latitude,Distance To Nearest CFM Fault (km),CFM6.0 Object Name,Data Type,Observation,Preferred Rate,Low Rate,High Rate,Rate Uncertainty,Rate Type,ReptReint,Offset Type,Age Type,Num Events,Rate Age,Qbin Min,Qbin Max,References,UCERF3 AppB
San Jacinto (Clark),803,CA,Santa Rosa Mountains,S-0294,SR-0384,-116.170498521000,33.296446641500,0.12,PNRA-SJFZ-ANZA-Clark_fault_south_west_link-CFM4,slip rate study,Holocene slip rate reported by Blisnuik and others. (in prep),3.7,2.7,4.8,unknown,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),unlisted,10Be,unlisted,1-11,5,35,Blisnuik and others. (in prep),yes
San Jacinto (Clark),803,CA,per Blisniuk and others,S-0295,SR-0385,-116.437306226000,33.443495118200,0.06,PNRA-SJFZ-ANZA-Clark_fault_south_main-CFM4,slip rate study,Blisnuik and others. (in prep) Holocene rate.,7.5,5.6,9.5,unknown,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),unlisted,unlisted,unlisted,1-11,5,35,"Blisnuik and others. (in prep); written communication, 2012)",yes
San Jacinto (Clark),803,CA,Rockhouse Canyon,S-0296,SR-0386,-116.367233777000,33.406774799600,0.09,PNRA-SJFZ-ANZA-Clark_fault_south_main-CFM4,slip rate study,Blisnuik and others. (in prep) Holocene rate.,8.2,5.7,10.3,unknown,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),channel,10Be,unlisted,1-11,5,35,"Blisnuik and others. (in prep); written communication, 2012)",yes
San Jacinto (Clark),803,CA,Rockhouse Canyon,S-0297,SR-0387,-116.367233777000,33.406774799600,0.09,PNRA-SJFZ-ANZA-Clark_fault_south_main-CFM4,slip rate study,Reported slip rate considers slip rates from two offsets.  500+/- 70 m offset in 47+/- 8 ka and 220+/- 70 m offset in 28+/- 9 ka.  Minimum rate for the zone.,8.9,6.9,10.9,unknown,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),channel,10Be,unlisted,11-130,5,35,"Blisnuik and others (2010); Blisnuik and Rockwell (in prep; written communication, 2012)",yes
San Jacinto (Coyote Creek),802,CA,per Blisniuk and others,S-0298,SR-0380,-116.477682175000,33.425497944600,0.04,PNRA-SJFZ-CYTC-Coyote_Creek_fault-CFM4,slip rate study,Blisnuik and others. (in prep) Holocene rate.,7.1,5.7,8.9,unknown,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),unlisted,unlisted,unlisted,1-11,1,5,"Blisnuik and others. (in prep); written communication, 2012)",yes
San Jacinto (Coyote Creek),802,CA,per Blisniuk and others,S-0299,SR-0381,-116.401492201000,33.363054082000,0.32,PNRA-SJFZ-CYTC-Coyote_Creek_fault-CFM4,slip rate study,Blisnuik and others. (in prep) L. Pleistocene rate.,4.7,2.5,7.2,unknown,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),unlisted,unlisted,unlisted,11-130,5,35,"Blisnuik and others. (in prep); written communication, 2012)",yes
San Jacinto (Coyote Creek),802,CA,per Blisniuk and others,S-0300,SR-0382,-116.401492201000,33.363054082000,0.32,PNRA-SJFZ-CYTC-Coyote_Creek_fault-CFM4,slip rate study,Blisnuik and others. (in prep) Holocene rate.,6.9,5.9,8.9,unknown,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),unlisted,unlisted,unlisted,1-11,5,35,"Blisnuik and others. (in prep); written communication, 2012)",yes
San Jacinto (San Bernardino),807,CA,Commercial Road,S-0301,SR-0393,-117.281839301000,34.059982801800,0.59,PNRA-SJFZ-SBRN-San_Jacinto_Claremont_fault-CFM4,slip rate study,Minimum rate due to other strands of the fault on which slip was not resolved.,3.3,1.7,35,unknown,horizontal,"reported (rate reported as a minimum range, so smaller of those values = LowRate and large = PrefRate)",unlisted,unlisted,unlisted,1-11,5,35,Wesnousky and others (1991),yes
San Jacinto (San Jacinto Valley),806,CA,Quincy (placed onto hazard trace; site is actually to the east),S-0302,SR-0392,-117.172508087000,33.968559315700,0.4,PNRA-SJFZ-SJCV-Claremont_fault-CFM4,slip rate study,trenching across/measurement of multiple offset channels (average slip per event = 2.5m) in 9-11 EQs over past 1.5-2 ka (radiocarbon); age of EQs comes from Mystic Lake site; pref disp = 25-30m calculted between event ages 12 and 1 from Mystic Lake,13.4,12.8,18.3,unknown,projected (strike-slip),reported,paleochannel offsets,radiocarbon,12 (rate calculated between events 12 and 1 from Mystic Lake),from 0.2 to 2.05+/- 0.12,5,35,"Onderdonk et al., (2015) Lithosphere",no
San Joaquin Hills,247,CA,per Grant and others (1999),S-0303,SR-0269,-117.776133334000,33.665925840100,3.13,PNRA-CSTF-SJQH-San_Joaquin_Hills_fault-CFM3,slip rate study,"Grant and others (1999) report are slip rate of 0.42 - 0.79 mm/yr, based on a model that uses a 20 - 30 degree dipping fault.",N/A,0.42,0.79,unknown,projected (dip-slip),reported (only range listed in Appendix B no preferred rate included),marine terrace,230Th,unlisted,11-130,0.2,1,Grant and others (1999),yes
San Luis Bay,250,CA,Avila Beach,S-0304,SR-0271,-120.755899270858,35.172952203634,0.71,CRFA-SLRS-SLBS-San_Luis_Bay_fault-CFM4,slip rate study,Lettis and others (1994) report a net slip rate of 0.04 - 0.11 mm/yr based on a fault dip of 40 - 70 degrees.,N/A,0.04,0.11,unknown,projected (dip-slip),reported (only range listed in Appendix B no preferred rate included),marine terrace,correlation,unlisted,11-130,0,0.2,Lettis and others (1994),yes
San Luis Range (Oceano),251,CA,Nipomo Mesa,S-0305,SR-0272,-120.588470985000,35.071805312300,0.18,CRFA-SLRS-MULT-San_Luis_Range_fault_system-CFM4,slip rate study,Reported net slip rate assumes 10 - 65 degree dip.,N/A,0.05,0.18,unknown,projected (dip-slip),reported (only range listed in Appendix B no preferred rate included),marine deposits,geologic,unlisted,750-2600,0,0.2,Lettis and others (1994),yes
Santa Cruz Island,260,CA,Christi Beach,S-0306,SR-0276,-119.869456772000,34.030649343600,0.06,WTRA-SFFS-SNCZ-Santa_Cruz_Island_fault-CFM5,slip rate study,"Christi Beach, see other entry for horizontal component",N/A,0.1,0.2,unknown,projected (dip-slip),reported (only range listed in Appendix B no preferred rate included),marine terrace,correlation,unlisted,11-130,0.2,1,Pinter and others (1991),yes
Santa Cruz Island,260,CA,Christi Beach,S-0307,SR-0277,-119.869456772000,34.030649343600,0.06,WTRA-SFFS-SNCZ-Santa_Cruz_Island_fault-CFM5,slip rate study,"Christi Beach, well-constrained long term geologic rate see other entry for vertical component",N/A,0.7,1.1,unknown,horizontal,reported (only range listed in Appendix B no preferred rate included),marine terrace,correlation,unlisted,130-750,0.2,1,Pinter and others (1991),yes
Santa Monica,262,CA,Potrero Canyon,S-0308,SR-0158,-118.526214832000,34.030530194100,0.05,WTRA-SFFS-SMMT-Malibu_Coast_fault_east-CFM6,slip rate study,"Minimum rate, only across one strand of the Santa Monica fault.  Low overall rating assigned because lateral component not accounted for.  Dip slip reported is 0.6 mm/yr, assuming a 45 - 55 dip.",0.5,0.2,1,unknown,unprojected (vertical),reported (only preferred value listed in Appendix B; no uncertainty included),marine terrace,correlation,unlisted,11-130,0.2,1,Dolan and others(2000),yes
Santa Susana,266,CA,per Huftile and Yeats (1996),S-0309,SR-0279,-118.572997272000,34.305460483800,0.05,WTRA-SSFZ-MULT-Santa_Susana_fault-CFM5,slip rate study,"Huftile and Yeats (1996) use a cross section to estimate total dip slip displacement along the fault.  They give two alternatives for the total displacement, which is very dependant on projections into space of hanging wall deformation.",N/A,2.1,9.8,unknown,projected (dip-slip),reported (only range listed in Appendix B no preferred rate included),stratigraphic,correlation,unlisted,750-2600,0.2,1,Huftile and Yeats (1996),yes
Santa Ynez (east),268,CA,Blue Canyon,S-0310,SR-0280,-119.595351489000,34.493722287600,0.11,WTRA-SYFZ-MULT-Santa_Ynez_fault-CFM5,slip rate study,"Combined slip rate across two strands reported by Keaton (1979), summed net slip, with preferred age of 100 ka (no reason given) rate as reported by Clark and others (1984).  Poorly-constrained.",N/A,0.15,10.1,unknown,net,reported (only range listed in Appendix B no preferred rate included),channels and terrace,inferred,unlisted,11-750,0.2,1,Keaton (1979),yes
Santa Ynez (west),269,CA,per Darrow and Sylvester,S-0311,SR-0146,-119.862365907000,34.552928838100,0.49,WTRA-SYFZ-MULT-Santa_Ynez_fault-CFM5,slip rate study,"Small offset and short time interval suggests only one or two events, slip rate may not be representative of long term average.",N/A,1.7,3.3,unknown,horizontal,reported (only range listed in Appendix B no preferred rate included),terrace deposits,inferred,<2 ?,1-11,1,5,Darrow and Sylvester (1984),yes
Sargent,271,CA,per Nolan and others (1995),S-0312,SR-0281,-121.535809461000,36.922771936100,83.34,N/A,slip rate study,"Poorly-constrained rate based on vertical offset of deposits, and assumptions of Hz:V.  Considered by authors as a minimum rate.",N/A,1,5,unknown,unknown,reported (only preferred value listed in Appendix B; no uncertainty included; rate reported as a minimum),offset alluvium,unlisted,unlisted,unlisted,1,5,Nolan and others (1995).  NSHM (1996),yes
Sierra Madre,275,CA,San Dimas,S-0313,SR-0283,-117.799136191000,34.130749294100,0.16,WTRA-SMFZ-SMDE-Sierra_Madre_fault-CFM4,slip rate study,"Minimum rate, due to erosion of correlative unit from the hanging wall.  Minimum rate reported includes open interval to present.  Maximum based on closed 8 - 24 ka interval.",N/A,0.6,0.9,unknown,unprojected (vertical),reported (only range listed in Appendix B; no pref rate included; rate reported as a minimum),stratigraphic,unlisted,unlisted,11-130,1,5,Tucker and Dolan (2001),yes
Sierra Madre,275,CA,Arroyo Seco,S-0314,SR-0284,-118.165533899000,34.206082095700,0.28,WTRA-SMFZ-MULT-Sierra_Madre_fault_west-CFM4,slip rate study,offset terrace vertical separation measurement of Q3.3 = 27.9 +2.5/-2.1 along profile C-C' with terrace abandonment dated at 53.4 +14.5/-21.3 ka,0.52,0.28,0.77,unknown for recalculted rates,unprojected (vertical),authors report prrojected vertical rates with intensive uncertainty treatment; reinterpreted rates = unrpojected (min = 25.4 m/92.3 ka; max = 30m/38.9 ka; pref = 27.9/53.4),terrace vertical separation,10Be and luminescence,unknown,53.4 +21.3/-14.5,1,5,"Burgette et al., (2020) EPSL",no
Sierra Madre,275,CA,Gould Mesa,S-0315,SR-0285,-118.187536590000,34.210445948900,0.13,WTRA-SMFZ-MULT-Sierra_Madre_fault_west-CFM4,slip rate study,Poorly constrained feature offset (based on boreholes and x-sections) and dating constraint (soil correlation).  Total vertical slip of 600 m reported by Clark and others (1984) used here.,N/A,1.2,3,unknown,unprojected (vertilcal),reported (only range listed in Appendix B; no pref rate included),fan,soil development,unlisted,130-750,1,5,Crook and others (1987),yes
Sierra Madre,275,CA,Pickens Canyon,S-0316,SR-0286,-118.232873736000,34.238636600900,0.27,WTRA-SMFZ-MULT-Sierra_Madre_fault_west-CFM4,slip rate study,vertical separation of terraces in Q3.2 are 18.4 m +2.1/-2.9 m dated at 22 +7.3/-7.9 ka; authors also calculated projected slip but vertical separation is recorded here,0.56,0.27,0.82,unknown for recalculted rates,unprojected (vertical),authors report projected vertical rates with intensive uncertainty treatment; reinterpreted rates = unprojected (min = 15.5 m/58.1 ka; max = 20.5m/58.1 ka; pref = 18.4m/33 ka),vertical separation of terrace,10Be and luminescence,unknown,23 +7.3/7.9,1,5,"Burgette et al., (2020) EPSL",no
Sierra Madre,275,CA,Dunsmore Canyon,S-0317,SR-0288,-118.253528060000,34.246224273300,0.05,WTRA-SMFZ-MULT-Sierra_Madre_fault_west-CFM4,slip rate study,"Unknown number of events and relatively small total offset suggests rate may not be a reliable average slip rate, although rate is within range of longer term rate at Gould Mesa",N/A,0.6,3,unknown,unprojected (vertilcal),reported (only range listed in Appendix B; no pref rate included),fan,soil development,unlisted,1-11,1,5,Crook and others (1987),yes
Sierra Madre (San Fernando),276,CA,Pacoima Wash - Lopez Cyn - Wilson Cyn,S-0318,SR-0171,-118.439598631000,34.295930747100,0.39,WTRA-SFNS-SFNV-San_Fernando_fault-CFM4,slip rate study,"Composite slip rate over different intervals across multiple fault strands.  Upper bound of 3 mm/yr is based on the interpretation that the Lopez Canyon faults may be flexural slip faults.  Pacoima Wash: 27 m vertical, 31,561 +/- 729 yrs Qt4 surface age,",1.8,1.6,3,unknown,unprojected (vertilcal),reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),terrace,10Be,unlisted,11-130,1,5,"Lindvall and Rubin (2003/7?, FTR)",yes
Simi - Santa Rosa,280,CA,Springville,S-0319,SR-0290,-119.082413273000,34.224641340000,0.08,WTRA-SSRZ-MULT-Simi_Santa_Rosa_fault-CFM5,slip rate study,"It is unclear whether the Springville fault is related to the Simi-Santa Rosa fault zone, as the authors report the fault may root into the Oak Ridge fault and may not be independently seismogenic.  Also, the location of the site is at the western end of",N/A,0.5,0.9,unknown,unprojected (vertilcal),reported (only range listed in Appendix B; no pref rate included),colluvium,soil development,unlisted,11-130,0.2,1,Gonzales and Rockwell (1991),yes
Superstition Hills,283,CA,Imler Road,S-0320,SR-0292,-115.698413229000,32.926867355600,0.24,PNRA-SJFZ-SSHS-Superstition_Hills_fault-CFM4,slip rate study,"One interval rate.  Reported maximum rate is probably too high, because the PEN event age is unknown and could be any time between AD 1660 and 1915.  Minimum rate reported here is based on 1.2 m of slip in past 330 years.  Rate probably does not represen",N/A,2,6,unknown,horizontal,reported (only range listed in Appendix B no preferred rate included),beach deposits,correlation to lake highstand,2,<1,1,5,Hudnut and others (1989),yes
Surprise Valley,284,CA,per Personius and others (2009),S-0321,SR-0293,-120.184672389000,41.568416057100,506.86,N/A,slip rate study,"The preferred reported rate compares well to both the 4 interval rate, calculated separately, and a long term Miocene rate.",0.6,0.5,0.7,unknown,unprojected (vertilcal),reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),stratigraphic,C14,>4,11-130,0.2,1,Personius and others (2009),yes
Table Bluff,286,CA,"TB3, TB4, TB6",S-0322,SR-0295,-124.240631440000,40.676506475700,549.68,N/A,slip rate study,Reported rate is vertical separation.  Net rate reported by McCrory is 0.5 mm/yr.  Rate is similar to Late Pleistocene rate of 0.4 mm/yr reported by McCrory (1996),0.5,0.3,0.5,unknown,projected (dip-slip),reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),stratigraphic,unlisted,unlisted,750-2600,0.2,1,McCrory (1996),yes
Table Bluff,286,CA,per McCrory (1996),S-0323,SR-0296,-124.274298131000,40.692372738900,552.49,N/A,slip rate study,Late Quaternary rate.,0.4,0.2,1,unknown,projected (dip-slip),reported (only preferred value listed in Appendix B; no uncertainty included),marine terrace,TL,unlisted,130-750,0.2,1,McCrory (1996),yes
Table Bluff,286,CA,TB7,S-0324,SR-0297,-124.457850891000,40.697835390800,559.8,N/A,slip rate study,"Reported rate is vertical separation.  Net rate is 1.9 mm/yr, assuming a 45 degree dip.  McCrory notes the offshore rate is likely the combined TB and LSF rates.",0.75,0.63,0.94,unknown,unprojected (vertical),reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),stratigraphic,unlisted,unlisted,750-2600,0.2,1,McCrory (1996),yes
Tank Canyon,287,CA,Searles Valley,S-0325,SR-0298,-117.226304493000,35.731497130800,0.63,SNFA-AHTC-TANK-Tank_Canyon_fault-CFM2,slip rate study,"Small offset and short time interval suggests only one or two events, slip rate may not be representative of long term average, but only rate available.  Measurement on displaced Holocene alluvial fan that overlies Lake Searles lake deposits.",1,0.5,1.6,unknown,net,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),alluvial fan,inferred,unlisted,1-11,0.2,1,Clark and others (1984),yes
Trinidad,291,CA,site 20,S-0326,SR-0302,-124.075289533000,41.014830042000,578.81,N/A,slip rate study,Reported net slip assumes 40 degree dip.,0.9,0.7,1.1,unknown,projected (dip-slip),reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),stratigraphic marker,correlation,unlisted,750-2600,1,5,"McCrory (2000, 1996)",yes
Trinidad,291,CA,Trinidad anticline,S-0327,SR-0303,-124.085505770000,41.022006621200,579.88,N/A,slip rate study,Rate calculated for Trinidad anticline.  Assumes 35 degree dip.,N/A,2.1,2.3,unknown,projected (dip-slip),reported (only range listed in Appendix B; no pref rate included),marine terrace,unlisted,unlisted,unlisted,1,5,"McCrory (2000, 1996)",yes
Trinidad,291,CA,sites 21 and 24,S-0328,SR-0304,-124.134851142000,41.064928677200,585.87,N/A,slip rate study,"Noted by McCrory as a partial rate, because this doesn't take into account the Trinidad anticline. Reported slip rate for 40 - 45 degree dipping fault.",0.4,0.4,0.44,unknown,unprojected (vertical),reported (only preferred value listed in Appendix B; no uncertainty included),marine terrace,correlation,unlisted,11-130,1,5,"McCrory (2000, 1996)",yes
Trinidad,291,CA,site 26,S-0329,SR-0305,-124.256701255000,41.192402093400,602.93,N/A,slip rate study,Offshore vertical separation rate reported by McCrory (2000) is noted to about half of the onshore rate.,0.7,0.6,0.8,unknown,unprojected (vertical),reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),seismic basement,unlisted,unlisted,unlisted,1,5,"McCrory (2000, 1996)",yes
West Tahoe,296,CA,Cascade Lake,S-0330,SR-0308,-120.069024600000,38.939426752100,243,N/A,slip rate study,vertical displacement mesured across Tioga and Tahoe morraines dated with 10Be. Tahoe rate reported here; authors also calculate projected rates but vertical (unprojected) is reported here,0.5,0.37,0.63,unknown,unprojected (vertical),reported,morraine,10 Be,unknown,120 +/- 8.3,0.2,1,"Pierce et al., (2017) Geomorphology",no
West Tahoe,296,CA,per Dingler and others (2009),S-0331,SR-0309,-120.090721599000,39.015361540900,250.74,N/A,slip rate study,Vertical separation rate,N/A,0.43,0.81,unknown,unprojected (vertical),reported (only range listed in Appendix B; no pref rate included),stratigraphic marker,C14,unlisted,11-130,0.2,1,Dingler and others (2009),yes
White Mountains,297,CA,Estates,S-0332,SR-0310,-118.332083751000,37.499664642400,29.28,N/A,slip rate study,offsets in alluvial fans; two generations of fans  older fan dated at 46.6 +11/-10 ka with 65 +/- 13 m of right lateral displacement ; younger fan is 7.3 +4.2/-4.5 ka with 14 +/- 5m RL displacement; rate is reported average of both observations,1.4,0.9,3.25,unknown,lateral,reinterpreted (average older fan age and displacement to the origin; low = 52m/57 ka; high = 117m/36ka; pref = 65m/46 ka),lateral,10Be,unknown,46.6 +11/-10,0.2,1,"Lifton et al., (2020) GSAB",no
White Mountains,297,CA,Gunter Creek,S-0333,SR-0311,-118.328326907000,37.476486173300,26.71,N/A,slip rate study,"Vertical separation of Bishop ash, reconstructed from mapping and well data.  Used in the calculation for their long term (760 ka) net slip rate value",N/A,0.2,0.3,unknown,unprojected (vertical),reported (only range listed in Appendix B; no pref rate included),stratigraphic marker,correlation,unlisted,130-750,0.2,1,Kirby and others (2006),yes
White Mountains,297,CA,Sabies Canyon,S-0334,SR-0312,-118.349755431000,37.581015590000,38.35,N/A,slip rate study,Horizontal rate based on offset debris flow levee.  Small offset with little constraint on how many earthquakes produced the offset.,N/A,0.3,0.4,unknown,horizontal,reported (only range listed in Appendix B; no pref rate included),stratigraphic marker,unlisted,unlisted,11-130,0.2,1,Kirby and others (2006),yes
White Mountains,297,CA,Composite slip rate (70 ka),S-0335,SR-0313,-118.349755431000,37.581015590000,38.35,N/A,slip rate study,"Kirby and others (2006) net composite rate for Late Pleistocene, argue for slower L Pleistocene rates than the 760 ka rate.  However, the lateral component is not from the same time interval as the normal (extensional) component and may not provide a 1:1",N/A,0.37,0.57,unknown,net,reported (only range listed in Appendix B; no pref rate included),unlisted,unlisted,unlisted,11-130,0.2,1,Kirby and others (2006),yes
White Mountains,297,CA,Redding Canyon,S-0336,SR-0314,-118.294660615000,37.339545015300,11.92,N/A,slip rate study,"Shutter ridge offset based on clast provenance, considered a minimum offset by Kirby and others. Used in the calculation for their long term (760 ka) net slip rate value",0.8,0.7,1,unknown,horizontal,reported (only range listed in Appendix B; no pref rate included;; reported range as minimum),clast provenance,correlation,unlisted,130-750,0.2,1,Kirby and others (2006),yes
White Mountains,297,CA,Gunter/Redding composite slip rate (760 ka),S-0337,SR-0315,-118.294660615000,37.339545015300,11.92,N/A,slip rate study,Composite long term (760) rate calculated from the Gunter and Redding Canyon sites.  Kirby and others (2006) argue the long term rates are faster than the short term (70 ka) rates.,N/A,0.9,1,unknown,horizontal,"reported (only one minimum value of slip rate is reported, so this is entered as LowRate)",unlisted,unlisted,unlisted,130-750,0.2,1,Kirby and others (2006),yes
White Mountains,297,CA,Silver Canyon,S-0338,SR-0316,-118.311531285000,37.403930663800,18.73,N/A,slip rate study,"Vertical separation rates calculated from data presented by Kirby and others (2006) (Mostly Figure 5, because they only report extension rates).",N/A,0.2,0.3,unknown,unprojected (vertical),reported (only range listed in Appendix B; no pref rate included),stratigraphic marker,unlisted,unlisted,11-130,0.2,1,Kirby and others (2006),yes
Whittier,300,CA,Olinda Oil Field,S-0339,SR-0229,-117.845866095000,33.927422102700,0.14,PNRA-ELSZ-WHIT-Whittier_fault-CFM6,slip rate study,"Minimum slip rate based on 14 ka channel offset 18 m on southern strand.  Northern strand assumed to carry the same amount of slip, so preferred rate is 2.6 mm/yr.",N/A,1.3,3,unknown,horizontal,reported (only range listed in Appendix B; no pref rate included),offset channel,C14,unlisted,11-130,1,5,Rockwell and others (1992),yes
Zayante - Vergeles,305,CA,Elkhorn Valley,S-0340,SR-0319,-121.658741194000,36.860424936900,78.44,N/A,slip rate study,"Poorly-constrained slip rate.  Small offset suggests a limited number of events, and the dating constraints are based on soil development correlated to other surfaces.  Other slip rates in Coppersmith (1979) and Clark and others (1984) are reported in th",0.1,0.04,0.6,unknown,unprojected (vertical),reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),fluvial terrace,correlation (soil development),1 - 2?,11-130,0.2,1,Coppersmith (1979),yes
